,grid_id,station_name,buffer_km,est_population_2020,centroid_lat,centroid_lon,centroid_maps_link,cluster_type,nearest_road_lat,nearest_road_lon,distance_to_road,nearest_road_maps_link,found_at_radius,processing_success,nearest_address_full,village,district,region,country,nearest_village_lat,nearest_village_lon,dist_point_to_nearest_address_km,geometry
10,20783,Aisa FM,25.0,971.0357055664062,1.3151878059438202,33.721698811986435,"https://www.google.com/maps?q=1.3151878059438202,33.721698811986435",main,1.3164746,33.7221221,149.88249514942567,"https://www.google.com/maps?q=1.3164746,33.7221221",25,True,"Ariet, Pallisa, Eastern Region, Uganda",Ariet,Pallisa,Eastern Region,Uganda,1.3175388858178176,33.72280231034398,0.13992841129140246,"POLYGON ((33.726191704181495 1.3106632409888028, 33.726194319116004 1.3197097752566707, 33.717205921034164 1.3197123998260765, 33.71720333845894 1.3106658475608903, 33.726191704181495 1.3106632409888028))"
11,21471,Aisa FM,25.0,377.30316162109375,1.3875488173948172,33.757674620637694,"https://www.google.com/maps?q=1.3875488173948172,33.757674620637694",main,1.3886017,33.757504,117.96066457246854,"https://www.google.com/maps?q=1.3886017,33.757504",25,True,"Olukangor, Ngora, Eastern Region, Uganda",Olukangor,Ngora,Eastern Region,Uganda,1.38861819369026,33.75750051685578,0.0018645269997209246,"POLYGON ((33.762167468813146 1.383024151529944, 33.76217036434165 1.3920706061099137, 33.75318177272341 1.392073512553976, 33.753178911335155 1.3830270390792374, 33.762167468813146 1.383024151529944))"
12,21980,Aisa FM,25.0,763.7108154296875,1.3784935651179522,33.78463728753319,"https://www.google.com/maps?q=1.3784935651179522,33.78463728753319",replacement,1.3785812,33.7853655,81.61821869912401,"https://www.google.com/maps?q=1.3785812,33.7853655",25,True,"Atoot Primary School, Komolo, Ngora, Eastern Region, Uganda",Komolo,Ngora,Eastern Region,Uganda,1.3794348,33.7877332,0.2798904228027435,"POLYGON ((33.78913004859603 1.3739688861464254, 33.789133026978526 1.3830152833960847, 33.780144526857626 1.3830182736880055, 33.780141582391515 1.3739718568714194, 33.78913004859603 1.3739688861464254))"
13,21475,Aisa FM,25.0,630.5169677734375,1.4237346678589433,33.75768628477889,"https://www.google.com/maps?q=1.4237346678589433,33.75768628477889",main,1.4232797,33.757699,50.327949506595886,"https://www.google.com/maps?q=1.4232797,33.757699",25,True,"Kaderun, Ngora, Eastern Region, Uganda",Kaderun,Ngora,Eastern Region,Uganda,1.4254033331136737,33.75790229599637,0.23590798422452883,"POLYGON ((33.76217916430818 1.419209965615112, 33.76218213542522 1.428256417356731, 33.753193405017875 1.4282593993812542, 33.753190468932324 1.4192129287443103, 33.76217916430818 1.419209965615112))"
14,21986,Aisa FM,25.0,344.48638916015625,1.4327719946297164,33.78465540628271,"https://www.google.com/maps?q=1.4327719946297164,33.78465540628271",replacement,1.432629,33.7844423,28.503214886283025,"https://www.google.com/maps?q=1.432629,33.7844423",25,True,"Kaderun, Ngora, Eastern Region, Uganda",Kaderun,Ngora,Eastern Region,Uganda,1.4262465,33.7830424,0.722734746336479,"POLYGON ((33.789148212367735 1.428247259074065, 33.789151308143545 1.437293652063636, 33.78016259984559 1.4372967597601236, 33.78015953932297 1.4282503472027621, 33.789148212367735 1.428247259074065))"
15,21646,Aisa FM,25.0,639.4683837890625,1.4327781194832307,33.76667798636443,"https://www.google.com/maps?q=1.4327781194832307,33.76667798636443",main,1.4326963,33.7676939,113.41728768241352,"https://www.google.com/maps?q=1.4326963,33.7676939",25,True,"Kaderun, Ngora, Eastern Region, Uganda",Kaderun,Ngora,Eastern Region,Uganda,1.4285702493999244,33.76946630876505,0.4970489479239063,"POLYGON ((33.77117084693453 1.428253399963776, 33.77117387220357 1.4372998318648225, 33.76218512544031 1.4373028683773539, 33.76218213542522 1.428256417356731, 33.77117084693453 1.428253399963776))"
16,20449,Aisa FM,25.0,520.5122680664062,1.3694724327232448,33.70373753101624,"https://www.google.com/maps?q=1.3694724327232448,33.70373753101624",replacement,1.3698407,33.7045338,97.52356616940966,"https://www.google.com/maps?q=1.3698407,33.7045338",25,True,"Oswara, Ngora, Eastern Region, Uganda",Oswara,Ngora,Eastern Region,Uganda,1.3704790395742859,33.706408289226054,0.22022582677949673,"POLYGON ((33.70823051961405 1.3649478318333172, 33.708233175177334 1.3739943978104951, 33.69924454292028 1.3739970623150632, 33.69924192105368 1.3649504787880313, 33.70823051961405 1.3649478318333172))"
17,20624,Aisa FM,25.0,379.1981201171875,1.414702536774302,33.71273972061793,"https://www.google.com/maps?q=1.414702536774302,33.71273972061793",replacement,1.4157119,33.7125573,113.44152821634913,"https://www.google.com/maps?q=1.4157119,33.7125573",25,True,"Tilling, Ngora, Eastern Region, Uganda",Tilling,Ngora,Eastern Region,Uganda,1.4187234,33.7170385,0.599651306127148,"POLYGON ((33.71723272473607 1.4101778851177897, 33.717235502908494 1.4192244298106464, 33.70824671638654 1.419227217212845, 33.70824397302456 1.4101806547453735, 33.71723272473607 1.4101778851177897))"
18,19097,Aisa FM,25.0,760.2390747070312,1.4418662346307232,33.63184752299453,"https://www.google.com/maps?q=1.4418662346307232,33.63184752299453",replacement,1.4411041,33.6320377,86.88985205025261,"https://www.google.com/maps?q=1.4411041,33.6320377",25,True,"Amese, Serere, Eastern Region, Uganda",Amese,Serere,Eastern Region,Uganda,1.4429168643549277,33.63087117057739,0.2388118591390354,"POLYGON ((33.63634078780994 1.437341642173718, 33.63634330001172 1.446388336612075, 33.62735425768805 1.446390854957469, 33.62735178096815 1.4373441447613051, 33.63634078780994 1.437341642173718))"
19,23155,Aisa FM,25.0,296.80096435546875,1.2427778208003644,33.84751056135963,"https://www.google.com/maps?q=1.2427778208003644,33.84751056135963",replacement,1.2433114,33.8469166,88.60468469995918,"https://www.google.com/maps?q=1.2433114,33.8469166",25,True,"Okongora, Pallisa, Eastern Region, Uganda",Okongora,Pallisa,Eastern Region,Uganda,1.2442768,33.8448268,0.2559087018084887,"POLYGON ((33.85200304958163 1.2382532475092054, 33.852005948552886 1.2472995114616738, 33.84301807537962 1.2473024244558863, 33.843015206980944 1.238256139370064, 33.85200304958163 1.2382532475092054))"
20,22818,Aisa FM,25.0,375.39300537109375,1.2699225102710032,33.82954336406998,"https://www.google.com/maps?q=1.2699225102710032,33.82954336406998",main,1.2699969,33.8290803,52.18780156067965,"https://www.google.com/maps?q=1.2699969,33.8290803",25,True,"Kapuwai, Pallisa, Eastern Region, Uganda",Kapuwai,Pallisa,Eastern Region,Uganda,1.2687375,33.8302398,0.18985518728542902,"POLYGON ((33.83403591898143 1.2653979166599774, 33.8340388188272 1.2744442207490951, 33.82505081102902 1.2744471340324826, 33.8250479424247 1.2654008092577171, 33.83403591898143 1.2653979166599774))"
21,23841,Aisa FM,25.0,646.972900390625,1.2970430826281178,33.883480252443526,"https://www.google.com/maps?q=1.2970430826281178,33.883480252443526",main,1.2976364,33.8835732,66.41646969394743,"https://www.google.com/maps?q=1.2976364,33.8835732",25,True,"Kabura, Kumi, Eastern Region, Uganda",Kabura,Kumi,Eastern Region,Uganda,1.2957462812888718,33.882607649995805,0.23500611486370207,"POLYGON ((33.88797266427101 1.2925184269842147, 33.88797581759026 1.3015646003044834, 33.87898784212322 1.3015677690094212, 33.878984720711394 1.292521573658726, 33.88797266427101 1.2925184269842147))"
22,22994,Aisa FM,25.0,640.608154296875,1.3241973417058717,33.838549212891095,"https://www.google.com/maps?q=1.3241973417058717,33.838549212891095",replacement,1.3244122,33.8382855,37.75949173379629,"https://www.google.com/maps?q=1.3244122,33.8382855",25,True,"Kabura, Kumi, Eastern Region, Uganda",Kabura,Kumi,Eastern Region,Uganda,1.3250874332478124,33.83893586485144,0.10398757590787554,"POLYGON ((33.84304177484488 1.3196726820459992, 33.843044831318 1.3287189612891166, 33.8340566520698 1.3287220315897699, 33.83405362817422 1.3196757314360898, 33.84304177484488 1.3196726820459992))"
23,23165,Aisa FM,25.0,363.7286376953125,1.333240533814396,33.847540448673506,"https://www.google.com/maps?q=1.333240533814396,33.847540448673506",main,1.3333017,33.8476412,13.094498797751418,"https://www.google.com/maps?q=1.3333017,33.8476412",25,True,"Kabura, Kumi, Eastern Region, Uganda",Kabura,Kumi,Eastern Region,Uganda,1.3332781582128281,33.84765737351996,0.003164819851367762,"POLYGON ((33.85203298966719 1.3287158580883975, 33.852036099839225 1.3377621155246853, 33.84304790869013 1.337765239860183, 33.843044831318 1.3287189612891166, 33.85203298966719 1.3287158580883975))"
24,22998,Aisa FM,25.0,674.1683959960938,1.3603824951002528,33.838561539955855,"https://www.google.com/maps?q=1.3603824951002528,33.838561539955855",main,1.3602487,33.8378424,81.38781236228807,"https://www.google.com/maps?q=1.3602487,33.8378424",25,True,"Kabukol Primary School, Kabukol, Kumi, Eastern Region, Uganda",Kabukol,Kumi,Eastern Region,Uganda,1.3584603,33.8380083,0.19861215115285202,"POLYGON ((33.84305412613294 1.3558577949678705, 33.84305726620438 1.3649040714953484, 33.83406895441847 1.3649072254397148, 33.834065847815594 1.3558609280010874, 33.84305412613294 1.3558577949678705))"
25,25543,Aisa FM,25.0,148.5227508544922,1.315101806751816,33.973365675864095,"https://www.google.com/maps?q=1.315101806751816,33.973365675864095",replacement,1.3174942,33.9724217,284.6353390872066,"https://www.google.com/maps?q=1.3174942,33.9724217",25,True,"Kanyumu Road, Kamachya, Kumi, Eastern Region, Uganda",Kamachya,Kumi,Eastern Region,Uganda,1.3172342526640528,33.96972892234964,0.3010552468073304,"POLYGON ((33.977857821486595 1.31057708092707, 33.97786134233579 1.319623020294833, 33.96887353253175 1.3196265597831973, 33.96887004403131 1.3105805961442931, 33.977857821486595 1.31057708092707))"
26,24525,Aisa FM,25.0,309.2528686523437,1.3332145696327309,33.9194451546608,"https://www.google.com/maps?q=1.3332145696327309,33.9194451546608",replacement,1.3329178,33.9194964,33.30715656155006,"https://www.google.com/maps?q=1.3329178,33.9194964",25,True,"Omerein, Kumi, Eastern Region, Uganda",Omerein,Kumi,Eastern Region,Uganda,1.3296554,33.922171,0.46768753814292824,"POLYGON ((33.92393747736686 1.328689848126966, 33.92394084992405 1.337735928418813, 33.914952833989 1.337739317733209, 33.91494949422853 1.3286932145141173, 33.92393747736686 1.328689848126966))"
27,24697,Aisa FM,25.0,257.65789794921875,1.351303311364,33.92843996669866,"https://www.google.com/maps?q=1.351303311364,33.92843996669866",replacement,1.3500562,33.9270258,209.24848584966017,"https://www.google.com/maps?q=1.3500562,33.9270258",25,True,"Kanyumu, Kumi, Eastern Region, Uganda",Kanyumu,Kumi,Eastern Region,Uganda,1.3501634022942421,33.92711365847891,0.015366106775196588,"POLYGON ((33.93293227143535 1.3467785624462716, 33.9329357230429 1.3558246182258953, 33.9239476637511 1.355828086963888, 33.92394424538533 1.3467820080326474, 33.93293227143535 1.3467785624462716))"
28,26061,Aisa FM,25.0,315.5743713378906,1.3874580779123158,34.00035855443142,"https://www.google.com/maps?q=1.3874580779123158,34.00035855443142",replacement,1.3895941,34.0007703,240.5942574079398,"https://www.google.com/maps?q=1.3895941,34.0007703",25,True,"Saint Charles Akulony Primary School, Lira - Mbale Road, Kapokin, Bugisa sub-region, Ngora, Eastern Region, Uganda",Kapokin,Ngora,Eastern Region,Uganda,1.385545,34.0014144,0.45343050510240657,"POLYGON ((34.00485064810925 1.3829332432568329, 34.004854465276004 1.3919791029757076, 33.99586646206164 1.3919829400243577, 33.995862679024036 1.3829370553608638, 34.00485064810925 1.3829332432568329))"
29,26238,Aisa FM,25.0,465.079345703125,1.450775148596076,34.009373980862264,"https://www.google.com/maps?q=1.450775148596076,34.009373980862264",main,1.4507911,34.0086841,76.7929920384198,"https://www.google.com/maps?q=1.4507911,34.0086841",25,True,"Abitibit, Bukedea, Eastern Region, Uganda",Abitibit,Bukedea,Eastern Region,Uganda,1.4508370032492799,34.00893307684724,0.028168234431248124,"POLYGON ((34.01386607918344 1.4462502237544441, 34.01387010642734 1.4552960532573962, 34.00488188298696 1.455300100952523, 34.00487789143091 1.4462542462796135, 34.01386607918344 1.4462502237544441))"
30,24192,Aisa FM,25.0,336.61199951171875,1.396557242809669,33.90150009290718,"https://www.google.com/maps?q=1.396557242809669,33.90150009290718",replacement,1.3952543,33.9019759,153.49522360974123,"https://www.google.com/maps?q=1.3952543,33.9019759",25,True,"Kanyumu Road, Kamachya, Kumi, Eastern Region, Uganda",Kamachya,Kumi,Eastern Region,Uganda,1.3937330022339602,33.90007821615293,0.2699945644322175,"POLYGON ((33.90598510879783 1.3920194150685634, 33.90598857298015 1.4010655361508353, 33.89700027608538 1.4010690165814115, 33.89699684625986 1.3920228730188702, 33.90598510879783 1.3920194150685634))"
31,22834,Aisa FM,25.0,506.1307678222656,1.414663455898265,33.829592144017305,"https://www.google.com/maps?q=1.414663455898265,33.829592144017305",replacement,1.4146237,33.8297539,18.530137429529287,"https://www.google.com/maps?q=1.4146237,33.8297539",25,True,"Atekwa, Kumi, Eastern Region, Uganda",Atekwa,Kumi,Eastern Region,Uganda,1.413363,33.8273259,0.3040427250954044,"POLYGON ((33.834084797607176 1.4101387021885727, 33.834088028282515 1.419184995417492, 33.82509949032675 1.4191882396906847, 33.825096294457055 1.4101419257737915, 33.834084797607176 1.4101387021885727))"
32,24197,Aisa FM,25.0,670.2973022460938,1.441787878377339,33.901517607478674,"https://www.google.com/maps?q=1.441787878377339,33.901517607478674",main,1.441648,33.901501,15.577075084617855,"https://www.google.com/maps?q=1.441648,33.901501",25,True,"Atiida, Kumi, Eastern Region, Uganda",Atiida,Kumi,Eastern Region,Uganda,1.4426487,33.9036598,0.2644988505693493,"POLYGON ((33.90600265432917 1.4372500133366621, 33.906006230823536 1.4462961308244089, 33.897017758803145 1.4462997236588258, 33.89701421777947 1.4372535836899751, 33.90600265432917 1.4372500133366621))"
33,23349,Aisa FM,25.0,577.97705078125,1.4598847899674257,33.856574465996275,"https://www.google.com/maps?q=1.4598847899674257,33.856574465996275",replacement,1.4596734,33.856571,23.377627019551777,"https://www.google.com/maps?q=1.4596734,33.856571",25,True,"Kanyumu Road, Nyero, Kumi, Eastern Region, Uganda",Nyero,Kumi,Eastern Region,Uganda,1.4596981033874654,33.85795190357442,0.15369620877837364,"POLYGON ((33.86106707102658 1.4553599638073864, 33.86107051286312 1.4644061899917011, 33.85208186025197 1.4644096464909606, 33.852078454333856 1.4553633989456138, 33.86106707102658 1.4553599638073864))"
34,25380,Aisa FM,25.0,401.0394592285156,1.37842713086524,33.96440276225362,"https://www.google.com/maps?q=1.37842713086524,33.96440276225362",main,1.3784431,33.9645783,19.614798049043053,"https://www.google.com/maps?q=1.3784431,33.9645783",25,True,"Ajuket, Kumi, Eastern Region, Uganda",Ajuket,Kumi,Eastern Region,Uganda,1.3784357029304068,33.96459678105555,0.0022133837050503278,"POLYGON ((33.96889496790314 1.3739023273931212, 33.9688986245306 1.3829482862480442, 33.9599105580293 1.3829519614005974, 33.95990693531008 1.3739059784973744, 33.96889496790314 1.3739023273931212))"
35,24873,Aisa FM,25.0,267.66015625,1.405576089549397,33.93744922552491,"https://www.google.com/maps?q=1.405576089549397,33.93744922552491",replacement,1.4064013,33.9373481,91.93896968571177,"https://www.google.com/maps?q=1.4064013,33.9373481",25,True,"Atutur, Kumi, Eastern Region, Uganda",,Kumi,Eastern Region,Uganda,1.4027687528723884,33.93928591932226,0.45589890885651285,"POLYGON ((33.94194153371619 1.4010512675352509, 33.941945158674 1.4100972957454234, 33.93295691838414 1.4101009383091117, 33.93295332800416 1.4010548867222647, 33.94194153371619 1.4010512675352509))"
36,24365,Aisa FM,25.0,562.1475219726562,1.4236790421693923,33.91049150602151,"https://www.google.com/maps?q=1.4236790421693923,33.91049150602151",main,1.423708,33.9104793,3.4782169427514398,"https://www.google.com/maps?q=1.423708,33.9104793",25,True,"Obule Primary School, Kanyumu Road, Ogoloi, Kumi, Eastern Region, Uganda",Ogoloi,Kumi,Eastern Region,Uganda,1.4238758,33.9124588,0.22106937394905013,"POLYGON ((33.91498391254414 1.4191542156520551, 33.91498747913707 1.4282003118865139, 33.9059991002981 1.4282038951208527, 33.90599556872986 1.419157776181559, 33.91498391254414 1.4191542156520551))"
37,25219,Aisa FM,25.0,388.0304565429688,1.4598447014102987,33.95544811206809,"https://www.google.com/maps?q=1.4598447014102987,33.95544811206809",main,1.4592923,33.955421,61.156253854103646,"https://www.google.com/maps?q=1.4592923,33.955421",25,True,"Lira - Mbale Road, Atutur, Bugisa sub-region, Kumi, Eastern Region, Uganda",,Kumi,Eastern Region,Uganda,1.4600720186661424,33.95652320013622,0.149927085328186,"POLYGON ((33.95994039651984 1.4553197989835938, 33.95994423343015 1.4643657754073385, 33.95095582792954 1.4643696307470928, 33.95095202693275 1.4553236304974984, 33.95994039651984 1.4553197989835938))"
38,25900,Aisa FM,25.0,532.9525756835938,1.4688749294552275,33.99140544517307,"https://www.google.com/maps?q=1.4688749294552275,33.99140544517307",main,1.468352,33.9916112,62.19136410491467,"https://www.google.com/maps?q=1.468352,33.9916112",25,True,"Ocagoro, Kumi, Eastern Region, Uganda",Ocagoro,Kumi,Eastern Region,Uganda,1.4683134049913364,33.99163254684652,0.004884259741561764,"POLYGON ((33.99589761519151 1.4643499914984668, 33.99590162044356 1.4733958696346505, 33.98691327535057 1.4733998947156297, 33.98690930623288 1.4643539918571953, 33.99589761519151 1.4643499914984668))"
39,26246,Aisa FM,25.0,341.3604431152344,1.5231418613431753,34.009406856979844,"https://www.google.com/maps?q=1.5231418613431753,34.009406856979844",replacement,1.5233702,34.009405,25.249406403617662,"https://www.google.com/maps?q=1.5233702,34.009405",25,True,"Okuoro, Kumi, Eastern Region, Uganda",Okuoro,Kumi,Eastern Region,Uganda,1.52511,34.0139287,0.5389063230826997,"POLYGON ((34.01389900101164 1.5186168388174708, 34.013903229369355 1.5276626622765799, 34.00491471240642 1.5276669113383703, 34.00491052151875 1.518621062707736, 34.01389900101164 1.5186168388174708))"
40,22841,Aisa FM,25.0,687.9437255859375,1.4779875631346007,33.829615140918456,"https://www.google.com/maps?q=1.4779875631346007,33.829615140918456",main,1.478183,33.8296227,21.626799978057555,"https://www.google.com/maps?q=1.478183,33.8296227",25,True,"Kalengo, Ngora, Eastern Region, Uganda",Kalengo,Ngora,Eastern Region,Uganda,1.4778741435665868,33.8283276272411,0.148110391885664,"POLYGON ((33.83410784663127 1.473462739561116, 33.83411122207598 1.4825090276707473, 33.82512243424212 1.4825124167641166, 33.82511909516273 1.4734661079654146, 33.83410784663127 1.473462739561116))"
41,23351,Aisa FM,25.0,540.4305419921875,1.4779772622168712,33.85658135624138,"https://www.google.com/maps?q=1.4779772622168712,33.85658135624138",replacement,1.4778325,33.8565028,18.23865281949686,"https://www.google.com/maps?q=1.4778325,33.8565028",25,True,"Nyero, Kumi, Eastern Region, Uganda",Nyero,Kumi,Eastern Region,Uganda,1.4801653,33.8554564,0.28301519587516816,"POLYGON ((33.86107397605025 1.4734524154350623, 33.861077460588405 1.482498640132896, 33.85208873547195 1.4825021393547126, 33.852085287297854 1.4734558932955182, 33.86107397605025 1.4734524154350623))"
42,23695,Aisa FM,25.0,341.67926025390625,1.5141549747567435,33.87457305714133,"https://www.google.com/maps?q=1.5141549747567435,33.87457305714133",replacement,1.5145976,33.8744679,50.32279590316535,"https://www.google.com/maps?q=1.5145976,33.8744679",25,True,"Oosion, Kumi, Eastern Region, Uganda",Oosion,Kumi,Eastern Region,Uganda,1.514614376923077,33.87445671538461,0.0022339522586718092,"POLYGON ((33.87906564912332 1.5096300709514188, 33.87906929357928 1.5186762492250614, 33.870080463707566 1.5186799091035632, 33.870076856506095 1.5096337090196963, 33.87906564912332 1.5096300709514188))"
43,23016,Aisa FM,25.0,363.2618103027344,1.5232155449276255,33.83862112832966,"https://www.google.com/maps?q=1.5232155449276255,33.83862112832966",replacement,1.522745,33.8386941,52.66038371207059,"https://www.google.com/maps?q=1.522745,33.8386941",25,True,"Okwangai, Ngora, Eastern Region, Uganda",Okwangai,Ngora,Eastern Region,Uganda,1.5171284,33.8401107,0.6407501711965435,"POLYGON ((33.843113845527625 1.518690663109906, 33.843117361870526 1.5277369265118068, 33.834128409552655 1.5277404568833863, 33.83412493068883 1.518694172567494, 33.843113845527625 1.518690663109906))"
44,21308,Aisa FM,25.0,438.5223693847656,1.450877059469991,33.748706401814836,"https://www.google.com/maps?q=1.450877059469991,33.748706401814836",replacement,1.4500442,33.7472959,181.98802235070036,"https://www.google.com/maps?q=1.4500442,33.7472959",25,True,"Kopelo, Ngora, Eastern Region, Uganda",Kopelo,Ngora,Eastern Region,Uganda,1.4539083,33.7483657,0.4435485804448987,"POLYGON ((33.753199333215015 1.4463523384880166, 33.75320232532733 1.4553988069487118, 33.74421346981223 1.4554018096189203, 33.744210513400255 1.4463553224865897, 33.753199333215015 1.4463523384880166))"
45,22160,Aisa FM,25.0,752.2071533203125,1.4689544055251458,33.79365669823187,"https://www.google.com/maps?q=1.4689544055251458,33.79365669823187",main,1.4690838,33.7938145,22.65149861473802,"https://www.google.com/maps?q=1.4690838,33.7938145",25,True,"Ngora Institutional Complex C, Ngora, Eastern Region, Uganda",Ngora Institutional Complex C,Ngora,Eastern Region,Uganda,1.469055071573565,33.7937291251952,0.010017776225443958,"POLYGON ((33.798149508700206 1.4644296239936427, 33.79815271888993 1.473475994259345, 33.789163886919376 1.4734792167163129, 33.78916071287376 1.4644328266581157, 33.798149508700206 1.4644296239936427))"
